refund_id,case_id,refund_type,refund_amount_eur
1107,13093,Partial,17.29
1108,13095,Partial,5.58
1109,13124,Full,26.83
1110,13127,Full,13.79
1111,13134,Partial,3.33
1112,13153,Partial,13.28
1113,13156,Full,26.05
1114,13171,Full,18.86
1115,13179,Full,8.06
1116,13187,Full,4.17
1117,13198,Partial,45.13
1118,13200,Partial,9.77
1119,13206,Full,17.52
1120,13207,Full,8.04
1121,13213,Full,7.09
1122,13227,Partial,7.48
1123,13251,Full,25.3
1124,13258,Partial,7.82
1125,13270,Full,6.6
1126,13277,Full,41.6
1127,13287,Full,2.42
1128,13288,Partial,18.93
1129,13290,Partial,17.21
1130,13307,Full,12.92
1131,13322,Partial,43.65
1132,13329,Full,8.15
1133,13337,Partial,7.72
1134,13369,Partial,20.62
1135,13379,Full,4.0
1136,13383,Full,5.55
1137,13389,Full,11.21
1138,13394,Partial,3.54
1139,13404,Full,24.35
1140,13408,Partial,1.63
1141,13418,Partial,8.73
1142,13424,Partial,46.43
1143,13447,Partial,27.36
1144,13518,Full,7.11
1145,13522,Partial,13.71
1146,13525,Partial,19.57
1147,13575,Partial,14.77
1148,13585,Full,7.1
1149,13590,Partial,29.54
1150,13591,Partial,3.07
1151,13593,Partial,35.84
1152,13607,Partial,17.14
1153,13617,Partial,18.74
1154,13642,Partial,1.07
1155,13706,Full,35.61
1156,13729,Partial,6.08
1157,13735,Partial,15.16
1158,13743,Full,27.54
1159,13747,Partial,9.73
1160,13755,Partial,35.94
1161,13759,Partial,20.2
1162,13793,Full,5.66
1163,13796,Partial,16.56
1164,13812,Full,10.09
1165,13813,Partial,33.3
1166,13819,Full,36.76
1167,13824,Partial,14.3
1168,13838,Partial,5.38
1169,13849,Partial,9.45
1170,13867,Full,20.86
1171,13869,Full,19.81
1172,13888,Full,19.1
1173,13890,Partial,27.49
1174,13898,Partial,3.38
1175,13915,Full,18.33
1176,13930,Partial,4.53
1177,13958,Full,29.35
1178,13960,Full,12.11
1179,13967,Partial,18.35
1180,13981,Partial,17.07
1181,13985,Partial,36.99
1182,14006,Partial,68.76
1183,14007,Partial,16.08
1184,14015,Partial,4.8
1185,14028,Partial,18.45
1186,14040,Partial,22.3
1187,14043,Partial,5.63
1188,14057,Partial,3.71
1189,14109,Partial,8.04
1190,14122,Full,24.91
1191,14125,Full,25.24
1192,14142,Partial,21.87
1193,14147,Full,53.3
1194,14150,Partial,13.43
1195,14151,Partial,7.72
1196,14154,Partial,17.36
1197,14157,Full,32.7
1198,14164,Full,1.36
1199,14165,Partial,15.71
1200,14167,Partial,10.36
1201,14181,Full,27.99
1202,14216,Full,18.07
1203,14227,Partial,25.83
1204,14235,Partial,58.45
1205,14240,Partial,39.25
1206,14255,Partial,74.28
1207,14258,Partial,16.64
1208,14284,Partial,15.48
1209,14286,Full,4.92
1210,14293,Partial,68.67
1211,14298,Partial,10.35
1212,14321,Full,21.9
1213,14329,Partial,35.0
1214,14332,Partial,36.35
1215,14335,Full,33.93
1216,14368,Partial,24.94
1217,14404,Partial,5.23
1218,14437,Full,10.94
1219,14450,Partial,20.13
1220,14452,Partial,13.29
1221,14487,Full,8.43
1222,14501,Full,69.38
1223,14504,Full,38.81
1224,14506,Partial,1.27
1225,14508,Full,13.22
1226,14512,Partial,44.35
1227,14533,Partial,22.03
1228,14558,Partial,23.87
1229,14577,Partial,6.91
1230,14580,Partial,15.22
1231,14605,Full,24.18
1232,14607,Partial,76.32
1233,14609,Full,27.25
1234,14611,Partial,16.64
1235,14612,Partial,42.48
1236,14621,Partial,27.54
1237,14623,Full,16.82
1238,14624,Full,6.74
1239,14633,Partial,35.69
1240,14643,Partial,12.49
1241,14655,Full,5.31
1242,14690,Full,31.21
1243,14713,Full,4.1
1244,14742,Full,23.62
1245,14761,Full,98.88
1246,14784,Partial,11.07
1247,14790,Partial,6.12
1248,14791,Full,39.36
1249,14794,Full,2.83
1250,14795,Full,36.1
1251,14796,Full,17.16
1252,14798,Partial,3.49
1253,14803,Partial,25.65
1254,14817,Full,19.16
1255,14834,Full,23.37
1256,14848,Partial,42.38
1257,14850,Full,3.53
1258,14882,Full,8.21
1259,14883,Partial,4.66
1260,14923,Partial,41.38
1261,14928,Partial,49.31
1262,14929,Partial,42.38
1263,14937,Full,10.8
1264,14956,Full,15.26
1265,14983,Full,32.8
1266,15002,Full,41.93
1267,15004,Partial,48.77
1268,15077,Partial,2.4
1269,15092,Full,7.86
1270,15096,Full,21.82
1271,15141,Full,29.57
1272,15150,Full,6.5
1273,15161,Partial,37.76
1274,15169,Partial,11.73
1275,15171,Partial,11.32
1276,15177,Partial,43.35
1277,15184,Partial,93.48
1278,15211,Full,72.48
1279,15218,Partial,33.51
1280,15231,Partial,17.05
1281,15251,Full,52.98
1282,15282,Partial,3.02
1283,15301,Partial,53.11
1284,15308,Full,23.4
1285,15309,Partial,7.92
1286,15317,Partial,27.09
1287,15328,Full,20.94
1288,15330,Full,39.76
1289,15331,Partial,30.72
1290,15356,Partial,10.62
1291,15365,Partial,49.89
1292,15372,Partial,42.72
1293,15396,Full,41.31
1294,15407,Partial,4.34
1295,15413,Full,2.42
1296,15414,Full,14.29
1297,15424,Partial,16.44
1298,15428,Partial,54.59
1299,15451,Partial,18.9
1300,15455,Full,7.46
1301,15464,Full,11.1
1302,15486,Full,16.29
1303,15498,Partial,3.87
1304,15513,Full,58.1
1305,15517,Partial,4.72
1306,15524,Full,14.95
1307,15547,Partial,18.1
1308,15556,Partial,44.84
1309,15557,Partial,5.15
1310,15558,Full,22.64
1311,15566,Full,11.36
1312,15567,Partial,8.33
1313,15576,Full,69.01
1314,15590,Full,2.29
1315,15594,Full,18.71
1316,15595,Full,12.33
1317,15606,Partial,8.77
1318,15611,Partial,13.93
1319,15635,Full,18.26
1320,15648,Full,63.5
1321,15649,Full,39.04
1322,15654,Partial,25.94
1323,15681,Partial,39.81
1324,15708,Partial,6.34
1325,15720,Partial,7.08
1326,15741,Partial,26.61
1327,15786,Partial,33.12
1328,15819,Full,4.79
1329,15831,Partial,15.89
1330,15835,Full,29.93
1331,15841,Full,22.69
1332,15869,Partial,4.82
1333,15878,Full,4.05
1334,15896,Partial,13.44
1335,15905,Partial,24.92
1336,15919,Partial,38.8
1337,15925,Full,20.72
1338,15929,Full,52.32
1339,15943,Partial,24.07
1340,15976,Full,62.08
1341,15980,Partial,5.41
1342,15982,Full,29.57
1343,15992,Partial,45.91
1344,16004,Partial,7.1
1345,16018,Partial,23.67
1346,16025,Partial,10.33
1347,16047,Partial,18.46
1348,16050,Partial,15.46
1349,16054,Partial,23.29
1350,16056,Partial,9.81
1351,16064,Partial,32.87
1352,16071,Partial,5.91
1353,16077,Full,33.2
1354,16102,Partial,28.74
1355,16106,Full,1.12
1356,16110,Full,15.55
1357,16126,Full,5.55
1358,16137,Full,51.52
1359,16157,Full,1.68
1360,16173,Partial,1.9
1361,16202,Partial,3.89
1362,16207,Partial,5.91
1363,16249,Partial,8.51
1364,16291,Full,42.49
1365,16297,Partial,39.28
1366,16300,Partial,7.42
1367,16314,Full,30.04
1368,16324,Partial,29.56
1369,16326,Partial,35.75
1370,16330,Full,9.02
1371,16350,Full,14.56
1372,16362,Partial,19.3
1373,16394,Partial,5.78
1374,16404,Partial,2.82
1375,16415,Partial,2.84
1376,16420,Partial,22.63
1377,16428,Partial,82.61
1378,16431,Full,17.32
1379,16436,Full,33.23
1380,16444,Partial,36.32
1381,16464,Partial,8.22
1382,16470,Partial,109.85
1383,16476,Full,18.28
1384,16477,Partial,26.11
1385,16484,Partial,7.0
1386,16496,Partial,13.76
1387,16504,Partial,4.68
1388,16516,Full,8.95
1389,16520,Full,17.97
1390,16525,Full,9.43
1391,16529,Partial,10.42
1392,16537,Partial,59.21
1393,16559,Full,22.48
1394,16564,Full,21.77
1395,16573,Partial,26.03
1396,16574,Partial,4.14
1397,16575,Partial,2.58
1398,16580,Partial,12.55
1399,16595,Full,73.91
1400,16604,Full,45.22
1401,16616,Full,22.76
1402,16622,Partial,12.89
1403,16651,Full,17.63
1404,16660,Full,27.67
1405,16662,Partial,89.63
1406,16665,Partial,10.92
1407,16666,Full,32.08
1408,16673,Partial,29.11
1409,16689,Full,32.63
1410,16696,Full,5.15
1411,16697,Partial,12.34
1412,16715,Full,72.71
1413,16716,Partial,14.63
1414,16727,Partial,4.4
1415,16735,Full,46.74
1416,16737,Partial,41.0
1417,16743,Full,3.71
1418,16760,Partial,8.72
1419,16777,Partial,7.21
1420,16778,Full,29.28
1421,16787,Partial,16.33
1422,16788,Full,3.45
1423,16790,Partial,20.4
1424,16800,Full,15.33
1425,16801,Partial,2.81
1426,16804,Partial,4.4
1427,16808,Partial,2.73
1428,16814,Full,15.36
1429,16816,Full,18.14
1430,16835,Full,5.77
1431,16846,Full,28.0
1432,16847,Partial,4.31
1433,16864,Full,21.25
1434,16865,Partial,9.96
1435,16871,Partial,69.17
1436,16973,Partial,29.64
1437,16981,Partial,3.59
1438,17007,Full,16.79
1439,17015,Partial,24.19
1440,17028,Full,24.81
1441,17032,Partial,33.03
1442,17062,Full,10.73
1443,17075,Partial,6.39
1444,17082,Full,24.17
1445,17086,Partial,13.95
1446,17094,Full,4.07
1447,17100,Partial,8.77
1448,17101,Full,9.88
1449,17106,Full,8.89
1450,17109,Full,4.69
1451,17114,Partial,30.96
1452,17127,Full,20.82
1453,17134,Partial,25.95
1454,17159,Full,19.13
1455,17160,Partial,1.66
1456,17203,Partial,12.67
1457,17206,Full,33.42
1458,17214,Full,32.04
1459,17228,Partial,37.74
1460,17234,Partial,22.05
1461,17237,Partial,14.07
1462,17253,Partial,5.61
1463,17258,Full,27.22
1464,17275,Full,19.02
1465,17280,Full,21.39
1466,17301,Partial,11.87
1467,17308,Full,116.28
1468,17309,Partial,16.56
1469,17314,Full,8.67
1470,17324,Full,15.75
1471,17339,Full,19.91
1472,17368,Partial,9.97
1473,17385,Full,9.64
1474,17443,Full,36.5
1475,17444,Partial,10.98
1476,17463,Partial,18.25
1477,17477,Full,12.5
1478,17479,Full,2.13
1479,17486,Partial,38.67
1480,17487,Full,47.11
1481,17489,Partial,4.27
1482,17494,Partial,17.78
1483,17506,Full,6.31
1484,17507,Full,24.09
1485,17512,Partial,30.42
1486,17514,Partial,3.7
1487,17526,Partial,9.44
1488,17527,Full,13.81
1489,17528,Partial,13.71
1490,17560,Full,44.17
1491,17561,Full,34.68
1492,17564,Full,19.92
1493,17565,Partial,3.62
1494,17573,Partial,47.2
1495,17575,Full,4.42
1496,17577,Partial,9.45
1497,17584,Partial,12.7
1498,17593,Full,9.69
1499,17594,Partial,5.9
1500,17598,Partial,22.05
1501,17616,Full,10.81
1502,17618,Full,10.56
1503,17629,Partial,30.77
1504,17640,Full,12.34
1505,17644,Partial,26.96
1506,17658,Partial,5.45
1507,17668,Partial,11.48
1508,17698,Partial,16.34
1509,17711,Partial,15.53
1510,17725,Partial,9.67
1511,17756,Full,17.58
1512,17765,Partial,16.22
1513,17768,Partial,2.56
1514,17778,Partial,36.83
1515,17805,Partial,34.05
1516,17820,Partial,2.48
1517,17825,Partial,6.27
1518,17830,Partial,33.91
1519,17834,Partial,19.8
1520,17846,Partial,10.85
1521,17878,Full,47.6
1522,17900,Full,47.89
1523,17918,Full,31.97
1524,17920,Partial,54.98
1525,17970,Full,18.13
1526,17982,Partial,31.81
1527,18010,Full,7.93
1528,18020,Partial,25.88
1529,18031,Partial,16.77
1530,18054,Partial,3.04
1531,18062,Full,26.46
1532,18085,Partial,19.4
1533,18094,Full,12.68
1534,18114,Full,18.4
1535,18121,Full,14.96
1536,18126,Partial,40.16
1537,18132,Partial,2.78
1538,18136,Partial,28.79
1539,18145,Full,25.83
1540,18159,Partial,7.05
1541,18164,Full,66.76
1542,18170,Partial,37.73
1543,18172,Partial,14.38
1544,18174,Partial,33.73
1545,18176,Partial,23.39
1546,18182,Partial,21.45
1547,18184,Full,2.07
1548,18188,Partial,44.6
1549,18194,Full,5.9
1550,18199,Partial,42.66
1551,18202,Partial,10.4
1552,18211,Partial,15.53
1553,18243,Full,58.18
1554,18258,Full,68.49
1555,18261,Partial,11.24
1556,18268,Full,15.8
1557,18281,Full,10.89
1558,18302,Partial,26.25
1559,18310,Partial,16.11
1560,18326,Partial,8.41
1561,18331,Partial,5.84
1562,18349,Partial,10.69
1563,18356,Full,19.99
1564,18397,Full,2.01
1565,18408,Partial,8.92
1566,18423,Partial,16.04
1567,18427,Partial,34.41
1568,18429,Partial,21.89
1569,18442,Partial,28.43
1570,18504,Full,38.23
1571,18508,Full,23.38
1572,18515,Full,34.02
1573,18547,Partial,11.03
1574,18564,Partial,21.77
1575,18567,Partial,20.24
1576,18571,Partial,23.6
1577,18574,Partial,1.86
1578,18584,Full,34.19
1579,18617,Partial,38.34
1580,18632,Partial,4.41
1581,18669,Partial,4.13
1582,18679,Partial,26.35
1583,18684,Partial,29.26
1584,18687,Full,18.63
1585,18690,Partial,16.05
1586,18696,Partial,13.7
1587,18700,Partial,5.62
1588,18708,Partial,5.16
1589,18712,Partial,12.37
1590,18729,Partial,3.62
1591,18752,Partial,23.29
1592,18756,Full,59.95
1593,18786,Partial,38.35
1594,18796,Full,5.98
1595,18810,Partial,8.02
1596,18824,Full,54.99
1597,18825,Partial,33.93
1598,18828,Full,21.03
1599,18849,Full,14.33
1600,18858,Full,18.05
1601,18860,Partial,82.0
1602,18861,Partial,50.73
1603,18883,Full,2.71
1604,18890,Full,26.1
1605,18914,Partial,3.51
1606,18919,Partial,4.49
1607,18937,Full,27.62
1608,18947,Full,24.16
1609,18948,Partial,21.34
1610,18981,Partial,9.24
1611,18988,Partial,18.91
1612,18989,Full,44.9
1613,19035,Partial,7.85
1614,19036,Partial,36.94
1615,19043,Partial,22.98
1616,19086,Full,22.51
1617,19087,Partial,7.21
1618,19094,Partial,12.82
1619,19097,Full,45.84
1620,19100,Full,1.99
1621,19112,Full,9.64
1622,19113,Full,9.99
1623,19119,Partial,15.71
1624,19142,Partial,6.58
1625,19147,Partial,37.84
1626,19159,Partial,15.52
1627,19172,Partial,14.91
1628,19192,Full,24.4
1629,19201,Partial,10.9
1630,19205,Full,18.6
1631,19218,Partial,17.83
1632,19231,Partial,1.1
1633,19241,Full,8.29
1634,19244,Full,11.16
1635,19245,Partial,27.85
1636,19248,Partial,25.92
1637,19256,Full,37.72
1638,19273,Full,22.53
1639,19315,Partial,71.65
1640,19335,Partial,12.81
1641,19359,Partial,14.2
1642,19365,Full,12.37
1643,19398,Full,8.51
1644,19409,Full,37.98
1645,19413,Partial,7.09
1646,19414,Partial,4.78
1647,19417,Partial,14.44
1648,19424,Partial,1.69
1649,19436,Partial,85.16
1650,19461,Partial,10.4
1651,19466,Full,2.06
1652,19482,Partial,36.02
1653,19488,Partial,82.56
1654,19489,Full,4.88
1655,19490,Partial,24.81
1656,19499,Partial,16.14
1657,19505,Full,18.28
1658,19506,Partial,39.98
1659,19507,Partial,11.2
1660,19515,Partial,68.63
1661,19533,Full,10.02
1662,19548,Partial,11.96
1663,19577,Full,19.94
1664,19579,Partial,13.41
1665,19591,Full,3.43
1666,19615,Full,4.58
1667,19625,Full,25.52
1668,19644,Full,33.28
1669,19648,Full,32.17
1670,19663,Full,6.91
1671,19693,Full,34.15
1672,19694,Partial,67.72
1673,19707,Partial,16.12
1674,19722,Partial,66.22
1675,19735,Partial,33.85
1676,19747,Partial,12.63
1677,19752,Full,43.55
1678,19771,Full,15.37
1679,19794,Full,10.59
1680,19811,Partial,34.02
1681,19812,Partial,37.78
1682,19820,Partial,12.0
1683,19822,Full,52.71
1684,19836,Full,60.76
1685,19856,Partial,8.65
1686,19864,Full,32.9
1687,19880,Partial,8.53
1688,19885,Partial,1.97
1689,19887,Partial,5.28
1690,19904,Full,5.0
1691,19949,Partial,9.84
1692,19954,Partial,9.47
1693,19955,Partial,2.65
1694,19969,Partial,3.85
1695,19976,Full,17.22
1696,19982,Full,29.72
1697,19986,Partial,73.47
1698,19988,Full,35.53
1699,19999,Full,11.57
1700,20002,Partial,72.18
1701,20028,Partial,15.48
1702,20046,Partial,32.08
1703,20080,Partial,28.01
1704,20094,Partial,7.78
1705,20105,Full,22.21
1706,20111,Full,29.01
1707,20113,Partial,10.66
1708,20118,Full,13.79
1709,20137,Partial,27.73
1710,20143,Full,12.77
1711,20147,Partial,48.56
1712,20150,Full,9.11
1713,20151,Full,22.93
1714,20152,Partial,29.11
1715,20163,Partial,15.1
1716,20177,Full,13.26
1717,20182,Full,13.28
1718,20216,Partial,1.14
1719,20220,Full,12.03
1720,20222,Full,36.14
1721,20232,Partial,20.58
1722,20254,Partial,40.94
1723,20262,Partial,21.78
1724,20323,Full,6.83
1725,20324,Partial,14.97
1726,20369,Partial,36.05
1727,20414,Full,21.48
1728,20421,Partial,45.71
1729,20422,Full,22.07
1730,20425,Full,4.97
1731,20438,Full,10.23
1732,20457,Partial,37.89
1733,20523,Full,102.53
1734,20525,Full,3.58
1735,20528,Full,23.33
1736,20533,Partial,36.5
1737,20542,Partial,17.62
1738,20600,Full,115.94
1739,20618,Full,6.89
1740,20619,Partial,17.07
1741,20629,Partial,22.63
1742,20637,Partial,24.99
1743,20639,Full,3.86
1744,20645,Partial,12.43
1745,20655,Partial,5.8
1746,20662,Partial,12.47
1747,20663,Full,56.4
1748,20668,Partial,69.39
1749,20711,Partial,7.49
1750,20714,Full,38.7
1751,20727,Partial,8.96
1752,20735,Partial,4.54
1753,20737,Partial,5.07
1754,20750,Full,19.84
1755,20751,Full,28.38
1756,20760,Partial,11.52
1757,20778,Full,25.11
1758,20812,Full,5.39
1759,20823,Full,29.35
1760,20845,Full,6.47
1761,20851,Full,5.2
1762,20875,Partial,4.38
1763,20876,Partial,1.45
1764,20905,Partial,3.75
1765,20906,Partial,12.46
1766,20915,Partial,3.12
1767,20930,Full,5.03
1768,20974,Partial,17.23
1769,20982,Partial,4.03
1770,20995,Full,11.97
1771,20997,Full,26.06
1772,20998,Partial,63.66
1773,21021,Partial,33.52
1774,21026,Partial,20.45
1775,21029,Partial,5.81
1776,21035,Full,11.25
1777,21043,Partial,26.67
1778,21063,Full,33.04
1779,21073,Partial,17.23
1780,21075,Partial,18.2
1781,21079,Full,7.38
1782,21084,Partial,25.25
1783,21099,Partial,45.05
1784,21109,Full,1.11
1785,21113,Partial,6.42
1786,21126,Full,95.09
1787,21153,Partial,6.2
1788,21170,Partial,18.01
1789,21171,Full,30.45
1790,21181,Full,7.72
1791,21189,Partial,3.82
1792,21192,Partial,18.55
1793,21200,Partial,35.31
1794,21215,Full,21.81
1795,21222,Partial,11.17
1796,21262,Full,49.82
1797,21267,Full,24.43
1798,21280,Full,54.4
1799,21290,Partial,16.61
1800,21310,Full,9.96
1801,21313,Full,11.17
1802,21318,Full,8.74
1803,21320,Full,77.52
1804,21324,Partial,9.16
1805,21330,Partial,5.48
1806,21346,Partial,44.96
1807,21351,Partial,3.88
1808,21392,Full,45.58
1809,21394,Partial,3.51
1810,21398,Full,7.93
1811,21411,Partial,4.8
1812,21446,Partial,3.36
1813,21448,Partial,6.98
1814,21478,Full,15.32
1815,21479,Partial,54.42
1816,21511,Full,24.1
1817,21534,Full,5.86
1818,21540,Full,4.85
1819,21563,Full,11.6
1820,21568,Full,21.51
1821,21573,Partial,35.47
1822,21589,Full,4.01
1823,21590,Partial,14.98
1824,21601,Partial,1.3
1825,21603,Partial,27.87
1826,21614,Partial,23.69
1827,21618,Full,28.84
1828,21632,Partial,14.94
1829,21645,Partial,20.73
1830,21651,Full,36.98
1831,21652,Partial,24.53
1832,21657,Partial,11.29
1833,21660,Full,21.77
1834,21664,Full,5.33
1835,21665,Partial,8.3
1836,21684,Partial,60.31
1837,21711,Full,3.94
1838,21717,Full,13.16
1839,21719,Full,2.02
1840,21722,Partial,4.77
1841,21732,Full,60.04
1842,21744,Full,16.42
1843,21746,Full,41.3
1844,21767,Partial,44.6
1845,21769,Partial,12.35
1846,21776,Full,58.37
1847,21778,Partial,59.64
1848,21784,Partial,36.79
1849,21799,Partial,21.58
1850,21817,Partial,24.37
1851,21823,Full,53.44
1852,21824,Partial,71.19
1853,21863,Full,14.81
1854,21873,Full,4.54
1855,21876,Partial,18.0
1856,21888,Partial,12.53
1857,21895,Full,16.59
1858,21912,Full,21.01
1859,21917,Full,25.25
1860,21922,Partial,29.59
1861,21925,Partial,31.02
1862,21942,Partial,4.14
1863,21977,Full,26.58
1864,21978,Full,5.07
1865,22010,Full,11.58
1866,22020,Full,14.71
1867,22030,Full,9.06
1868,22048,Partial,31.46
1869,22052,Full,7.5
1870,22053,Full,20.51
1871,22055,Full,21.01
1872,22066,Partial,3.18
1873,22068,Partial,17.86
1874,22072,Full,24.84
1875,22073,Full,32.78
1876,22083,Full,36.87
1877,22084,Partial,42.19
1878,22087,Partial,38.05
1879,22097,Partial,29.89
1880,22109,Partial,34.09
1881,22110,Full,6.56
1882,22112,Partial,6.37
1883,22119,Partial,28.22
1884,22137,Full,9.85
1885,22140,Partial,13.62
1886,22149,Partial,18.4
1887,22183,Partial,43.55
1888,22193,Partial,24.8
1889,22219,Partial,5.48
1890,22230,Full,22.55
1891,22231,Full,22.33
1892,22244,Full,5.72
1893,22248,Full,44.05
1894,22260,Full,4.44
1895,22266,Partial,32.09
1896,22276,Partial,81.15
1897,22302,Partial,31.23
1898,22303,Full,4.87
1899,22314,Partial,51.74
1900,22329,Full,33.75
1901,22341,Full,10.52
1902,22344,Partial,41.6
1903,22346,Partial,17.16
1904,22356,Partial,27.12
1905,22367,Partial,6.28
1906,22406,Partial,25.82
1907,22423,Full,32.7
1908,22424,Partial,35.37
1909,22446,Partial,22.3
1910,22448,Partial,84.69
1911,22460,Partial,14.71
1912,22464,Full,5.77
1913,22493,Partial,5.34
1914,22498,Full,19.26
1915,22507,Full,7.37
1916,22518,Partial,26.03
1917,22533,Partial,2.86
1918,22552,Partial,9.55
1919,22566,Partial,29.41
1920,22572,Full,3.98
1921,22583,Full,44.9
1922,22600,Full,22.93
1923,22604,Partial,17.98
1924,22614,Partial,6.74
1925,22621,Full,14.58
1926,22645,Full,11.01
1927,22646,Full,16.13
1928,22670,Partial,5.55
1929,22692,Partial,28.16
1930,22704,Partial,7.86
1931,22710,Partial,26.97
1932,22721,Full,110.73
1933,22723,Partial,8.06
1934,22731,Partial,31.92
1935,22734,Partial,33.33
1936,22735,Full,20.85
1937,22774,Partial,4.99
1938,22782,Partial,15.65
1939,22796,Partial,7.74
1940,22799,Partial,5.72
1941,22806,Full,22.62
1942,22817,Partial,27.74
1943,22827,Partial,10.6
1944,22828,Partial,16.12
1945,22877,Full,16.55
1946,22895,Full,55.47
1947,22908,Partial,25.26
1948,22922,Full,29.92
1949,22929,Partial,12.69
1950,22941,Partial,7.87
1951,22971,Partial,48.9
1952,22972,Full,66.71
1953,22979,Partial,13.75
1954,22983,Full,4.65
1955,23007,Partial,9.53
1956,23015,Full,32.25
1957,23038,Partial,10.34
1958,23049,Partial,42.8
1959,23051,Partial,20.18
1960,23064,Partial,19.87
1961,23078,Partial,34.35
1962,23086,Partial,77.16
1963,23090,Full,18.32
1964,23101,Partial,8.58
1965,23109,Full,61.61
1966,23121,Partial,20.06
1967,23129,Partial,46.46
1968,23137,Partial,69.49
1969,23184,Full,60.36
1970,23192,Full,9.87
1971,23201,Full,37.78
1972,23207,Partial,12.27
1973,23220,Full,25.04
1974,23273,Full,7.94
1975,23288,Partial,18.18
1976,23309,Partial,81.77
1977,23315,Partial,5.75
1978,23339,Partial,21.84
1979,23351,Partial,41.55
1980,23365,Partial,14.29
1981,23374,Full,6.62
1982,23396,Full,13.01
1983,23408,Full,71.75
1984,23423,Full,4.57
1985,23424,Full,8.4
1986,23426,Partial,22.72
1987,23435,Partial,11.32
1988,23462,Partial,13.4
1989,23473,Partial,1.97
1990,23492,Partial,7.75
1991,23513,Partial,20.08
1992,23516,Partial,15.37
1993,23530,Partial,19.22
1994,23533,Partial,8.51
1995,23539,Full,27.33
1996,23540,Partial,23.35
1997,23571,Full,22.2
1998,23574,Full,8.87
1999,23581,Partial,16.07
2000,23630,Partial,63.45
2001,23633,Full,28.57
2002,23652,Partial,5.98
2003,23660,Partial,34.29
2004,23665,Full,19.47
2005,23701,Partial,3.06
2006,23706,Partial,16.16
2007,23707,Partial,43.27
2008,23743,Full,7.35
2009,23789,Full,7.1
2010,23801,Full,24.15
2011,23817,Full,76.65
2012,23824,Full,7.97
2013,23838,Partial,22.25
2014,23840,Partial,13.78
2015,23841,Partial,23.73
2016,23851,Full,5.27
2017,23856,Partial,16.78
2018,23862,Partial,59.06
2019,23872,Full,10.32
2020,23892,Partial,26.47
2021,23908,Partial,36.41
2022,23926,Partial,19.9
2023,23942,Full,49.89
2024,23952,Partial,1.13
2025,23965,Partial,17.11
2026,23988,Partial,3.46
2027,24013,Full,13.9
2028,24028,Partial,33.46
2029,24050,Partial,20.5
2030,24054,Partial,69.36
2031,24066,Full,23.59
2032,24071,Full,13.37
2033,24076,Full,21.7
2034,24086,Full,12.69
2035,24089,Full,51.34
2036,24092,Partial,3.3
2037,24095,Partial,26.03
2038,24127,Partial,5.64
2039,24161,Partial,71.02
2040,24177,Full,26.43
2041,24201,Partial,30.39
2042,24204,Partial,11.35
2043,24210,Partial,10.37
2044,24211,Partial,3.92
2045,24214,Full,40.74
2046,24219,Partial,12.26
2047,24244,Partial,8.87
2048,24280,Full,46.51
2049,24295,Partial,37.75
2050,24301,Full,19.53
2051,24307,Partial,10.81
2052,24311,Full,69.3
2053,24316,Partial,41.69
2054,24325,Full,17.1
2055,24343,Full,3.32
2056,24361,Full,9.7
2057,24369,Full,60.85
2058,24370,Full,39.6
2059,24382,Full,60.63
2060,24408,Full,10.86
2061,24412,Partial,36.52
2062,24426,Partial,81.15
2063,24433,Partial,3.46
2064,24456,Partial,36.2
2065,24466,Full,32.02
2066,24470,Partial,5.71
2067,24487,Full,18.49
2068,24512,Partial,40.97
2069,24525,Full,33.7
2070,24527,Full,5.62
2071,24533,Partial,16.71
2072,24536,Full,4.49
2073,24537,Partial,27.77
2074,24557,Partial,5.73
2075,24561,Partial,13.96
2076,24574,Partial,17.77
2077,24593,Partial,9.13
2078,24626,Full,13.41
2079,24627,Partial,47.87
2080,24636,Partial,6.67
2081,24639,Full,16.42
2082,24643,Partial,63.82
2083,24647,Full,49.89
2084,24656,Full,77.95
2085,24658,Partial,27.32
2086,24660,Partial,16.21
2087,24664,Full,4.49
2088,24667,Full,3.49
2089,24674,Full,20.01
2090,24678,Full,23.25
2091,24679,Full,62.61
2092,24692,Partial,11.6
2093,24709,Full,24.97
2094,24713,Full,15.18
2095,24729,Partial,32.7
2096,24753,Partial,45.16
2097,24755,Partial,10.39
2098,24759,Partial,24.89
2099,24792,Full,23.29
2100,24798,Full,13.11
2101,24832,Full,11.91
2102,24834,Partial,15.07
2103,24847,Partial,14.22
2104,24860,Partial,47.31
2105,24867,Full,23.67
2106,24884,Full,4.92
2107,24896,Partial,2.17
2108,24915,Full,30.76
2109,24916,Full,18.19
2110,24918,Partial,38.1
2111,24925,Full,68.93
2112,24926,Partial,55.06
2113,24945,Partial,4.64
2114,24964,Full,41.94
2115,24968,Full,53.97
2116,25011,Partial,1.33
2117,25024,Partial,41.4
2118,25029,Partial,23.26
2119,25033,Full,12.05
2120,25047,Full,11.35
2121,25052,Partial,81.22
2122,25067,Partial,7.44
2123,25082,Full,14.79
2124,25107,Full,17.0
2125,25110,Full,24.02
2126,25144,Full,31.92
2127,25151,Full,27.08
2128,25158,Partial,7.09
2129,25171,Full,3.51
2130,25189,Full,33.58
2131,25202,Partial,2.9
2132,25219,Full,11.92
2133,25229,Full,33.65
2134,25237,Partial,38.35
2135,25242,Partial,8.47
