customer_id,country,region,segment,signup_year,segment_multiplier
3719,Netherlands,South,Returning,2022,1.1
3720,Austria,South,Returning,2024,1.1
3721,Switzerland,South,Returning,2022,1.1
3722,Italy,North,Standard,2022,1.0
3723,Spain,South,Returning,2024,1.1
3724,Germany,Central,Returning,2023,1.1
3725,Switzerland,North,Returning,2025,1.1
3726,Spain,North,VIP,2025,1.25
3727,Germany,South,Standard,2025,1.0
3728,Germany,North,Standard,2024,1.0
3729,Germany,West,Returning,2022,1.1
3730,Netherlands,West,Standard,2023,1.0
3731,Germany,South,Standard,2024,1.0
3732,Spain,Central,Returning,2021,1.1
3733,Netherlands,North,Standard,2025,1.0
3734,Netherlands,East,Returning,2024,1.1
3735,Austria,South,VIP,2024,1.25
3736,Netherlands,North,Standard,2024,1.0
3737,Belgium,South,Returning,2025,1.1
3738,Kosovo,South,Standard,2021,1.0
3739,Kosovo,Central,Returning,2023,1.1
3740,Netherlands,East,Standard,2023,1.0
3741,Italy,North,Returning,2024,1.1
3742,Kosovo,South,Standard,2025,1.0
3743,Kosovo,South,Returning,2021,1.1
3744,Germany,North,Returning,2025,1.1
3745,Germany,South,Standard,2024,1.0
3746,Germany,South,Returning,2024,1.1
3747,Belgium,South,VIP,2023,1.25
3748,Netherlands,West,Returning,2024,1.1
3749,Netherlands,West,Returning,2024,1.1
3750,Italy,East,Standard,2022,1.0
3751,Italy,Central,Returning,2024,1.1
3752,Italy,North,Standard,2022,1.0
3753,Austria,Central,Standard,2024,1.0
3754,Belgium,Central,Standard,2024,1.0
3755,Austria,West,Returning,2024,1.1
3756,Germany,East,Standard,2021,1.0
3757,Germany,Central,Standard,2022,1.0
3758,Switzerland,Central,Returning,2025,1.1
3759,Netherlands,South,Standard,2023,1.0
3760,Italy,North,Standard,2025,1.0
3761,Germany,East,Standard,2021,1.0
3762,Belgium,North,Standard,2024,1.0
3763,Netherlands,West,VIP,2021,1.25
3764,Austria,Central,Returning,2023,1.1
3765,Netherlands,Central,Standard,2025,1.0
3766,Austria,North,Standard,2021,1.0
3767,Netherlands,West,Returning,2023,1.1
3768,Netherlands,South,Returning,2023,1.1
3769,Germany,South,Standard,2025,1.0
3770,Germany,Central,Returning,2023,1.1
3771,Netherlands,Central,Standard,2025,1.0
3772,Italy,East,Standard,2024,1.0
3773,Switzerland,North,Standard,2023,1.0
3774,Belgium,Central,VIP,2023,1.25
3775,Belgium,West,Returning,2022,1.1
3776,Spain,North,Standard,2024,1.0
3777,Italy,East,Returning,2024,1.1
3778,Netherlands,South,Standard,2022,1.0
3779,Belgium,East,Standard,2024,1.0
3780,Italy,North,Standard,2023,1.0
3781,Switzerland,South,Returning,2021,1.1
3782,Switzerland,West,Standard,2025,1.0
3783,Germany,South,Standard,2025,1.0
3784,Italy,South,Standard,2021,1.0
3785,Kosovo,West,Returning,2025,1.1
3786,Germany,Central,Standard,2025,1.0
3787,Netherlands,Central,Standard,2021,1.0
3788,Netherlands,South,Standard,2022,1.0
3789,Germany,South,Standard,2024,1.0
3790,Spain,East,Returning,2025,1.1
3791,Germany,Central,Returning,2025,1.1
3792,Germany,West,Standard,2022,1.0
3793,Netherlands,South,Returning,2021,1.1
3794,Belgium,South,Standard,2023,1.0
3795,Germany,East,Standard,2021,1.0
3796,Belgium,East,Standard,2022,1.0
3797,Netherlands,East,Returning,2024,1.1
3798,Germany,North,Returning,2023,1.1
3799,Germany,West,Returning,2023,1.1
3800,Netherlands,North,Standard,2025,1.0
3801,Austria,South,Returning,2022,1.1
3802,Spain,East,Returning,2023,1.1
3803,Kosovo,East,Standard,2024,1.0
3804,Spain,East,VIP,2023,1.25
3805,Austria,Central,Standard,2024,1.0
3806,Spain,West,Returning,2025,1.1
3807,Netherlands,North,Standard,2024,1.0
3808,Switzerland,West,Returning,2025,1.1
3809,Germany,East,Returning,2021,1.1
3810,Germany,South,Standard,2022,1.0
3811,Belgium,Central,VIP,2023,1.25
3812,Netherlands,West,Standard,2025,1.0
3813,Austria,South,Standard,2024,1.0
3814,Belgium,East,Returning,2023,1.1
3815,Austria,East,Standard,2024,1.0
3816,Netherlands,East,Standard,2022,1.0
3817,Switzerland,East,Returning,2024,1.1
3818,Italy,Central,Returning,2021,1.1
3819,Italy,Central,VIP,2024,1.25
3820,Netherlands,West,Returning,2024,1.1
3821,Switzerland,East,Returning,2023,1.1
3822,Switzerland,Central,Returning,2025,1.1
3823,Kosovo,South,Standard,2022,1.0
3824,Switzerland,Central,Standard,2022,1.0
3825,Germany,Central,Returning,2023,1.1
3826,Germany,West,Standard,2025,1.0
3827,Netherlands,Central,Standard,2023,1.0
3828,Netherlands,South,Returning,2025,1.1
3829,Italy,East,VIP,2024,1.25
3830,Austria,North,Standard,2025,1.0
3831,Switzerland,West,Standard,2025,1.0
3832,Kosovo,South,Standard,2024,1.0
3833,Italy,West,Standard,2024,1.0
3834,Switzerland,East,Standard,2024,1.0
3835,Netherlands,Central,Returning,2025,1.1
3836,Austria,Central,Standard,2022,1.0
3837,Spain,South,Standard,2025,1.0
3838,Germany,East,Returning,2024,1.1
3839,Spain,North,Returning,2024,1.1
3840,Belgium,North,Standard,2021,1.0
3841,Netherlands,Central,Standard,2024,1.0
3842,Germany,East,Standard,2022,1.0
3843,Netherlands,East,VIP,2025,1.25
3844,Netherlands,South,Standard,2021,1.0
3845,Germany,North,Returning,2024,1.1
3846,Belgium,South,Returning,2023,1.1
3847,Spain,West,Standard,2024,1.0
3848,Netherlands,East,Standard,2023,1.0
3849,Belgium,North,Returning,2024,1.1
3850,Germany,South,Standard,2021,1.0
3851,Netherlands,Central,Standard,2025,1.0
3852,Germany,West,Standard,2021,1.0
3853,Belgium,South,Returning,2025,1.1
3854,Spain,Central,Standard,2024,1.0
3855,Belgium,North,VIP,2022,1.25
3856,Germany,North,Standard,2024,1.0
3857,Switzerland,West,Returning,2024,1.1
3858,Netherlands,Central,Standard,2024,1.0
3859,Netherlands,East,Standard,2021,1.0
3860,Italy,North,Standard,2025,1.0
3861,Kosovo,East,VIP,2024,1.25
3862,Belgium,East,Standard,2023,1.0
3863,Switzerland,South,Returning,2024,1.1
3864,Austria,South,Standard,2022,1.0
3865,Germany,North,Returning,2022,1.1
3866,Switzerland,East,Standard,2021,1.0
3867,Netherlands,South,Standard,2025,1.0
3868,Belgium,Central,Returning,2022,1.1
3869,Belgium,Central,Standard,2024,1.0
3870,Germany,Central,Standard,2022,1.0
3871,Switzerland,Central,Standard,2022,1.0
3872,Germany,East,Returning,2021,1.1
3873,Germany,Central,Standard,2025,1.0
3874,Italy,East,Standard,2021,1.0
3875,Germany,North,Returning,2021,1.1
3876,Netherlands,North,Standard,2021,1.0
3877,Germany,Central,Standard,2023,1.0
3878,Italy,Central,Returning,2025,1.1
3879,Netherlands,Central,Returning,2025,1.1
3880,Austria,North,Standard,2021,1.0
3881,Netherlands,South,Returning,2021,1.1
3882,Belgium,North,Standard,2024,1.0
3883,Spain,Central,Standard,2023,1.0
3884,Austria,South,Standard,2025,1.0
3885,Italy,South,Standard,2022,1.0
3886,Spain,West,Standard,2023,1.0
3887,Italy,East,Returning,2021,1.1
3888,Belgium,Central,Standard,2025,1.0
3889,Belgium,East,Standard,2022,1.0
3890,Netherlands,West,Standard,2022,1.0
3891,Kosovo,East,Standard,2023,1.0
3892,Netherlands,Central,Standard,2022,1.0
3893,Belgium,West,Standard,2021,1.0
3894,Netherlands,East,Standard,2021,1.0
3895,Belgium,North,Returning,2025,1.1
3896,Italy,South,Standard,2023,1.0
3897,Germany,West,Returning,2023,1.1
3898,Italy,North,VIP,2025,1.25
3899,Netherlands,Central,Standard,2025,1.0
3900,Italy,South,Standard,2024,1.0
3901,Netherlands,West,Standard,2024,1.0
3902,Switzerland,South,Standard,2025,1.0
3903,Italy,West,Returning,2022,1.1
3904,Austria,West,Standard,2024,1.0
3905,Italy,East,Standard,2021,1.0
3906,Netherlands,South,Standard,2022,1.0
3907,Netherlands,South,Standard,2022,1.0
3908,Austria,North,Standard,2024,1.0
3909,Netherlands,Central,Standard,2025,1.0
3910,Switzerland,North,Standard,2024,1.0
3911,Germany,East,Returning,2023,1.1
3912,Austria,West,Standard,2023,1.0
3913,Germany,East,Returning,2024,1.1
3914,Spain,East,Standard,2024,1.0
3915,Spain,North,Standard,2024,1.0
3916,Switzerland,West,Standard,2022,1.0
3917,Belgium,Central,Returning,2024,1.1
3918,Switzerland,East,Standard,2021,1.0
3919,Belgium,Central,Standard,2024,1.0
3920,Kosovo,West,Standard,2025,1.0
3921,Spain,West,VIP,2022,1.25
3922,Netherlands,North,Returning,2021,1.1
3923,Kosovo,South,Standard,2025,1.0
3924,Austria,North,Standard,2025,1.0
3925,Spain,Central,Standard,2023,1.0
3926,Germany,North,Standard,2022,1.0
3927,Belgium,West,Returning,2023,1.1
3928,Belgium,East,Returning,2023,1.1
3929,Belgium,South,Standard,2025,1.0
3930,Germany,West,Returning,2022,1.1
3931,Spain,East,Standard,2024,1.0
3932,Germany,Central,Standard,2025,1.0
3933,Belgium,Central,Standard,2023,1.0
3934,Austria,Central,Standard,2021,1.0
3935,Austria,North,Standard,2025,1.0
3936,Netherlands,Central,Standard,2024,1.0
3937,Netherlands,Central,Standard,2022,1.0
3938,Germany,North,Standard,2024,1.0
3939,Germany,East,Returning,2025,1.1
3940,Netherlands,West,VIP,2022,1.25
3941,Kosovo,South,Standard,2022,1.0
3942,Italy,Central,Returning,2022,1.1
3943,Germany,Central,Returning,2025,1.1
3944,Switzerland,Central,Returning,2022,1.1
3945,Germany,North,Standard,2022,1.0
3946,Germany,North,Standard,2021,1.0
3947,Belgium,North,Standard,2025,1.0
3948,Belgium,South,Standard,2022,1.0
3949,Germany,West,Standard,2024,1.0
3950,Austria,Central,Returning,2021,1.1
3951,Germany,East,Standard,2025,1.0
3952,Italy,Central,Standard,2024,1.0
3953,Spain,Central,Standard,2021,1.0
3954,Germany,Central,Standard,2022,1.0
3955,Austria,Central,Returning,2022,1.1
3956,Italy,West,Returning,2023,1.1
3957,Spain,East,Returning,2025,1.1
3958,Netherlands,North,Standard,2021,1.0
3959,Germany,East,Standard,2024,1.0
3960,Germany,Central,Returning,2022,1.1
3961,Netherlands,East,Standard,2023,1.0
3962,Switzerland,Central,Standard,2021,1.0
3963,Germany,East,Standard,2022,1.0
3964,Netherlands,South,VIP,2022,1.25
3965,Germany,East,Returning,2023,1.1
3966,Kosovo,North,Standard,2022,1.0
3967,Austria,North,Standard,2025,1.0
3968,Germany,East,Returning,2025,1.1
3969,Netherlands,East,Standard,2025,1.0
3970,Switzerland,West,Standard,2025,1.0
3971,Spain,East,Standard,2025,1.0
3972,Netherlands,North,Standard,2022,1.0
3973,Austria,South,Standard,2023,1.0
3974,Belgium,North,Standard,2024,1.0
3975,Austria,West,VIP,2023,1.25
3976,Italy,East,Standard,2025,1.0
3977,Switzerland,South,Standard,2023,1.0
3978,Netherlands,North,Standard,2024,1.0
3979,Germany,South,Standard,2024,1.0
3980,Netherlands,Central,Returning,2025,1.1
3981,Italy,North,Standard,2024,1.0
3982,Kosovo,Central,VIP,2023,1.25
3983,Austria,South,Standard,2022,1.0
3984,Austria,East,Returning,2025,1.1
3985,Kosovo,East,Returning,2025,1.1
3986,Spain,East,Returning,2025,1.1
3987,Germany,Central,Returning,2024,1.1
3988,Netherlands,East,Returning,2023,1.1
3989,Switzerland,West,Returning,2023,1.1
3990,Italy,North,Returning,2025,1.1
3991,Germany,North,Returning,2022,1.1
3992,Germany,South,Standard,2023,1.0
3993,Kosovo,Central,Standard,2023,1.0
3994,Germany,North,Standard,2024,1.0
3995,Netherlands,Central,Standard,2024,1.0
3996,Netherlands,South,Returning,2024,1.1
3997,Switzerland,East,Standard,2022,1.0
3998,Switzerland,South,Standard,2022,1.0
3999,Netherlands,West,Returning,2025,1.1
4000,Germany,East,Returning,2025,1.1
4001,Netherlands,East,Returning,2022,1.1
4002,Kosovo,East,Standard,2021,1.0
4003,Kosovo,South,VIP,2024,1.25
4004,Germany,West,Standard,2023,1.0
4005,Germany,Central,Returning,2022,1.1
4006,Austria,South,Standard,2024,1.0
4007,Switzerland,North,Standard,2024,1.0
4008,Netherlands,North,Returning,2022,1.1
4009,Belgium,South,Returning,2025,1.1
4010,Germany,Central,Standard,2023,1.0
4011,Germany,North,Returning,2023,1.1
4012,Switzerland,Central,Standard,2023,1.0
4013,Belgium,East,Standard,2024,1.0
4014,Germany,South,Returning,2025,1.1
4015,Belgium,East,Returning,2023,1.1
4016,Austria,North,Returning,2021,1.1
4017,Italy,Central,Standard,2022,1.0
4018,Italy,East,Returning,2021,1.1
4019,Austria,North,Standard,2024,1.0
4020,Austria,West,Standard,2024,1.0
4021,Netherlands,East,Standard,2023,1.0
4022,Austria,West,Returning,2025,1.1
4023,Belgium,West,Standard,2024,1.0
4024,Italy,North,Standard,2023,1.0
4025,Belgium,South,Returning,2021,1.1
4026,Italy,Central,Standard,2023,1.0
4027,Switzerland,North,Returning,2023,1.1
4028,Germany,East,Standard,2024,1.0
4029,Belgium,Central,Returning,2024,1.1
4030,Switzerland,South,Standard,2022,1.0
4031,Belgium,North,Standard,2021,1.0
4032,Austria,South,Returning,2025,1.1
4033,Germany,East,Returning,2025,1.1
4034,Spain,North,Standard,2025,1.0
4035,Germany,East,Standard,2025,1.0
4036,Spain,Central,Standard,2022,1.0
4037,Spain,Central,Standard,2023,1.0
4038,Kosovo,South,Standard,2025,1.0
4039,Belgium,South,Standard,2025,1.0
4040,Netherlands,Central,Standard,2021,1.0
4041,Italy,West,Standard,2023,1.0
4042,Austria,Central,Standard,2021,1.0
4043,Netherlands,North,Standard,2025,1.0
4044,Belgium,East,Returning,2024,1.1
4045,Netherlands,Central,Returning,2024,1.1
4046,Netherlands,Central,Standard,2023,1.0
4047,Switzerland,East,Standard,2023,1.0
4048,Netherlands,East,Standard,2022,1.0
4049,Italy,North,Returning,2023,1.1
4050,Germany,East,Standard,2025,1.0
4051,Spain,South,Standard,2021,1.0
4052,Belgium,Central,VIP,2023,1.25
4053,Italy,East,Standard,2025,1.0
4054,Netherlands,North,Returning,2023,1.1
4055,Kosovo,East,Standard,2025,1.0
4056,Germany,Central,Standard,2023,1.0
4057,Kosovo,West,Standard,2025,1.0
4058,Germany,East,Standard,2025,1.0
4059,Italy,South,Standard,2021,1.0
4060,Spain,Central,Returning,2023,1.1
4061,Austria,North,Returning,2022,1.1
4062,Germany,Central,Standard,2023,1.0
4063,Kosovo,West,Returning,2023,1.1
4064,Austria,North,Standard,2025,1.0
4065,Italy,West,Standard,2022,1.0
4066,Germany,West,Returning,2022,1.1
4067,Germany,South,Returning,2021,1.1
4068,Spain,East,Standard,2024,1.0
4069,Belgium,South,Standard,2025,1.0
4070,Italy,South,Standard,2023,1.0
4071,Switzerland,South,Standard,2021,1.0
4072,Belgium,North,VIP,2022,1.25
4073,Netherlands,East,Standard,2021,1.0
4074,Belgium,East,Returning,2024,1.1
4075,Belgium,North,Returning,2022,1.1
4076,Netherlands,South,Standard,2025,1.0
4077,Netherlands,South,Standard,2022,1.0
4078,Austria,West,Returning,2025,1.1
4079,Kosovo,West,Standard,2023,1.0
4080,Austria,Central,Standard,2025,1.0
4081,Belgium,West,Standard,2025,1.0
4082,Austria,East,Standard,2025,1.0
4083,Belgium,North,Standard,2025,1.0
4084,Kosovo,South,Standard,2021,1.0
4085,Germany,Central,Returning,2021,1.1
4086,Germany,West,VIP,2024,1.25
4087,Germany,Central,Standard,2025,1.0
4088,Belgium,North,Standard,2022,1.0
4089,Italy,North,Standard,2025,1.0
4090,Germany,Central,Standard,2024,1.0
4091,Belgium,Central,Returning,2022,1.1
4092,Switzerland,Central,Returning,2022,1.1
4093,Netherlands,South,Standard,2021,1.0
4094,Spain,East,Returning,2022,1.1
4095,Switzerland,West,Returning,2024,1.1
4096,Netherlands,West,Standard,2022,1.0
4097,Germany,West,Returning,2024,1.1
4098,Germany,Central,Standard,2024,1.0
4099,Austria,Central,Returning,2025,1.1
4100,Germany,Central,Standard,2024,1.0
4101,Belgium,South,Standard,2024,1.0
4102,Netherlands,South,Returning,2025,1.1
4103,Netherlands,South,Standard,2022,1.0
4104,Germany,South,Returning,2022,1.1
4105,Austria,North,Standard,2025,1.0
4106,Belgium,South,Returning,2021,1.1
4107,Spain,South,Standard,2022,1.0
4108,Germany,South,Returning,2023,1.1
4109,Italy,West,Returning,2023,1.1
4110,Netherlands,West,Standard,2024,1.0
4111,Netherlands,West,Standard,2021,1.0
4112,Netherlands,East,Returning,2023,1.1
4113,Germany,North,Standard,2025,1.0
4114,Germany,Central,VIP,2024,1.25
4115,Belgium,South,Standard,2024,1.0
4116,Switzerland,West,Returning,2022,1.1
4117,Italy,North,Returning,2023,1.1
4118,Netherlands,South,Returning,2022,1.1
4119,Germany,East,Returning,2023,1.1
4120,Belgium,Central,Standard,2024,1.0
4121,Austria,South,Standard,2024,1.0
4122,Netherlands,Central,Standard,2025,1.0
4123,Belgium,South,Standard,2021,1.0
4124,Italy,East,Standard,2023,1.0
4125,Kosovo,North,Standard,2024,1.0
4126,Belgium,Central,Standard,2024,1.0
4127,Belgium,Central,Standard,2021,1.0
4128,Spain,North,Returning,2022,1.1
4129,Austria,Central,Standard,2025,1.0
4130,Germany,West,Standard,2023,1.0
4131,Austria,North,Returning,2023,1.1
4132,Germany,East,Standard,2025,1.0
4133,Belgium,South,Standard,2021,1.0
4134,Belgium,South,Standard,2025,1.0
4135,Netherlands,North,Returning,2021,1.1
4136,Germany,West,Standard,2024,1.0
4137,Belgium,East,Standard,2024,1.0
4138,Switzerland,South,Standard,2024,1.0
4139,Belgium,South,Standard,2021,1.0
4140,Netherlands,West,Returning,2024,1.1
4141,Switzerland,Central,Returning,2021,1.1
4142,Germany,North,Returning,2022,1.1
4143,Germany,West,Standard,2022,1.0
4144,Italy,West,Returning,2024,1.1
4145,Italy,West,Standard,2023,1.0
4146,Belgium,West,Standard,2021,1.0
4147,Germany,Central,Standard,2022,1.0
4148,Netherlands,East,Returning,2021,1.1
4149,Belgium,West,Returning,2024,1.1
4150,Kosovo,West,Standard,2024,1.0
4151,Germany,North,Returning,2023,1.1
4152,Germany,South,Returning,2025,1.1
4153,Belgium,Central,Standard,2023,1.0
4154,Switzerland,West,Returning,2025,1.1
4155,Austria,East,Standard,2024,1.0
4156,Germany,East,Returning,2023,1.1
4157,Netherlands,East,Returning,2024,1.1
4158,Italy,North,Standard,2022,1.0
4159,Spain,East,Returning,2024,1.1
4160,Netherlands,North,Standard,2025,1.0
4161,Netherlands,Central,Returning,2022,1.1
4162,Germany,East,Standard,2023,1.0
4163,Netherlands,South,Returning,2023,1.1
4164,Switzerland,West,Standard,2023,1.0
4165,Belgium,Central,Returning,2024,1.1
4166,Switzerland,South,Standard,2022,1.0
4167,Austria,Central,Returning,2023,1.1
4168,Germany,East,Standard,2024,1.0
4169,Austria,Central,Standard,2024,1.0
4170,Germany,Central,Standard,2024,1.0
4171,Germany,Central,Returning,2023,1.1
4172,Spain,North,Standard,2024,1.0
4173,Netherlands,South,Standard,2022,1.0
4174,Netherlands,East,Returning,2022,1.1
4175,Italy,West,Returning,2023,1.1
4176,Spain,East,Standard,2024,1.0
4177,Netherlands,East,Standard,2021,1.0
4178,Kosovo,North,Standard,2021,1.0
4179,Switzerland,North,Returning,2025,1.1
4180,Austria,Central,Returning,2022,1.1
4181,Netherlands,East,Returning,2025,1.1
4182,Belgium,South,Returning,2025,1.1
4183,Belgium,North,Standard,2024,1.0
4184,Austria,North,Standard,2024,1.0
4185,Germany,South,Standard,2024,1.0
4186,Belgium,North,Standard,2022,1.0
4187,Germany,South,Returning,2023,1.1
4188,Netherlands,West,Standard,2025,1.0
4189,Belgium,South,Returning,2024,1.1
4190,Belgium,West,Returning,2025,1.1
4191,Kosovo,Central,Returning,2025,1.1
4192,Italy,Central,Returning,2022,1.1
4193,Netherlands,North,Standard,2024,1.0
4194,Belgium,South,Standard,2024,1.0
4195,Belgium,North,Returning,2025,1.1
4196,Germany,South,Standard,2022,1.0
4197,Germany,North,Standard,2024,1.0
4198,Austria,Central,Returning,2023,1.1
4199,Netherlands,Central,Returning,2023,1.1
4200,Belgium,North,Returning,2021,1.1
4201,Italy,South,Standard,2025,1.0
4202,Germany,East,Returning,2024,1.1
4203,Germany,South,Returning,2024,1.1
4204,Spain,North,Returning,2022,1.1
4205,Germany,South,Standard,2024,1.0
4206,Netherlands,West,Returning,2025,1.1
4207,Netherlands,South,Returning,2022,1.1
4208,Netherlands,Central,Returning,2025,1.1
4209,Germany,Central,Standard,2023,1.0
4210,Germany,West,Returning,2025,1.1
4211,Germany,South,Returning,2024,1.1
4212,Netherlands,East,Returning,2023,1.1
4213,Netherlands,South,Standard,2023,1.0
4214,Austria,Central,Standard,2022,1.0
4215,Belgium,Central,Standard,2023,1.0
4216,Italy,North,Returning,2024,1.1
4217,Germany,Central,Returning,2021,1.1
4218,Netherlands,North,Standard,2025,1.0
4219,Belgium,Central,Returning,2024,1.1
4220,Austria,Central,Returning,2025,1.1
4221,Austria,East,Standard,2024,1.0
4222,Belgium,North,Standard,2023,1.0
4223,Italy,North,Standard,2022,1.0
4224,Kosovo,Central,Returning,2023,1.1
4225,Netherlands,North,Standard,2024,1.0
4226,Belgium,Central,Returning,2025,1.1
4227,Switzerland,Central,Returning,2023,1.1
4228,Belgium,South,Standard,2023,1.0
4229,Netherlands,North,Standard,2024,1.0
4230,Germany,West,Returning,2024,1.1
4231,Belgium,North,Standard,2021,1.0
4232,Netherlands,North,Returning,2023,1.1
4233,Switzerland,East,Standard,2025,1.0
4234,Italy,West,Standard,2025,1.0
4235,Germany,West,Returning,2023,1.1
4236,Austria,East,Returning,2025,1.1
4237,Germany,East,Standard,2025,1.0
4238,Kosovo,North,Standard,2024,1.0
4239,Belgium,South,Returning,2023,1.1
4240,Switzerland,East,Standard,2024,1.0
4241,Belgium,West,Standard,2022,1.0
4242,Switzerland,West,Returning,2024,1.1
4243,Kosovo,North,Returning,2024,1.1
4244,Netherlands,South,Returning,2022,1.1
4245,Netherlands,Central,Standard,2025,1.0
4246,Spain,East,Standard,2022,1.0
4247,Austria,East,Standard,2021,1.0
4248,Germany,North,Returning,2023,1.1
4249,Netherlands,South,Returning,2024,1.1
4250,Spain,West,Standard,2022,1.0
4251,Switzerland,West,Standard,2022,1.0
4252,Germany,Central,Returning,2022,1.1
4253,Switzerland,West,Standard,2023,1.0
4254,Netherlands,East,Standard,2022,1.0
4255,Germany,Central,Standard,2023,1.0
4256,Belgium,South,Returning,2021,1.1
4257,Spain,Central,VIP,2021,1.25
4258,Netherlands,South,Standard,2024,1.0
4259,Switzerland,West,Standard,2023,1.0
4260,Netherlands,North,Standard,2023,1.0
4261,Germany,Central,Standard,2021,1.0
4262,Italy,Central,Standard,2022,1.0
4263,Netherlands,East,Standard,2025,1.0
4264,Switzerland,East,Returning,2023,1.1
4265,Belgium,South,Standard,2025,1.0
4266,Netherlands,North,Returning,2023,1.1
4267,Belgium,East,Returning,2023,1.1
4268,Germany,East,Standard,2025,1.0
4269,Kosovo,West,Standard,2025,1.0
4270,Spain,West,Returning,2023,1.1
4271,Belgium,East,Returning,2021,1.1
4272,Spain,South,Standard,2024,1.0
4273,Germany,North,Standard,2024,1.0
4274,Netherlands,East,Returning,2025,1.1
4275,Belgium,South,Standard,2023,1.0
4276,Netherlands,South,Standard,2021,1.0
4277,Netherlands,East,Returning,2024,1.1
4278,Switzerland,South,Returning,2021,1.1
4279,Germany,Central,Returning,2023,1.1
4280,Switzerland,South,Standard,2023,1.0
4281,Germany,East,Standard,2022,1.0
4282,Belgium,South,Returning,2025,1.1
4283,Germany,East,Returning,2023,1.1
4284,Germany,West,Standard,2025,1.0
4285,Netherlands,East,VIP,2023,1.25
4286,Netherlands,South,Standard,2025,1.0
4287,Italy,East,Standard,2023,1.0
4288,Netherlands,North,Standard,2025,1.0
4289,Switzerland,East,Returning,2024,1.1
4290,Kosovo,East,Returning,2022,1.1
4291,Netherlands,North,Returning,2021,1.1
4292,Germany,North,Standard,2025,1.0
4293,Netherlands,North,Returning,2024,1.1
4294,Italy,Central,Standard,2021,1.0
4295,Switzerland,East,Standard,2024,1.0
4296,Austria,North,Returning,2022,1.1
4297,Germany,North,Standard,2025,1.0
4298,Germany,West,Standard,2024,1.0
4299,Netherlands,Central,Standard,2022,1.0
4300,Netherlands,East,Standard,2021,1.0
4301,Germany,South,Standard,2023,1.0
4302,Spain,Central,Standard,2025,1.0
4303,Kosovo,Central,Standard,2024,1.0
4304,Netherlands,West,Standard,2024,1.0
4305,Italy,East,Returning,2023,1.1
4306,Germany,East,Standard,2023,1.0
4307,Netherlands,North,Returning,2025,1.1
4308,Belgium,North,Returning,2023,1.1
4309,Italy,Central,Returning,2022,1.1
4310,Kosovo,West,Returning,2022,1.1
4311,Austria,East,Standard,2024,1.0
4312,Spain,West,Standard,2023,1.0
4313,Germany,South,Returning,2023,1.1
4314,Italy,East,Returning,2024,1.1
4315,Spain,North,Standard,2024,1.0
4316,Germany,Central,Standard,2023,1.0
4317,Belgium,West,Returning,2023,1.1
4318,Germany,North,Returning,2024,1.1
4319,Netherlands,Central,Returning,2025,1.1
4320,Netherlands,North,Standard,2023,1.0
4321,Netherlands,East,Standard,2022,1.0
4322,Spain,West,Standard,2022,1.0
4323,Belgium,South,Standard,2022,1.0
4324,Netherlands,North,Returning,2023,1.1
4325,Kosovo,West,Standard,2023,1.0
4326,Spain,East,Standard,2024,1.0
4327,Germany,North,Standard,2024,1.0
4328,Spain,East,Returning,2021,1.1
4329,Germany,South,Standard,2024,1.0
4330,Kosovo,South,Returning,2022,1.1
4331,Austria,Central,Returning,2022,1.1
4332,Germany,Central,Standard,2025,1.0
4333,Netherlands,Central,Standard,2022,1.0
4334,Belgium,East,Returning,2023,1.1
4335,Switzerland,Central,Returning,2024,1.1
4336,Germany,West,Standard,2024,1.0
4337,Netherlands,East,Standard,2021,1.0
4338,Italy,East,Returning,2021,1.1
4339,Switzerland,Central,Standard,2024,1.0
4340,Germany,Central,Standard,2025,1.0
4341,Netherlands,East,Returning,2025,1.1
4342,Germany,South,Standard,2025,1.0
4343,Italy,South,Returning,2023,1.1
4344,Italy,Central,Standard,2022,1.0
4345,Netherlands,South,Standard,2021,1.0
4346,Switzerland,West,Returning,2023,1.1
4347,Kosovo,West,Standard,2022,1.0
4348,Netherlands,West,Returning,2024,1.1
4349,Italy,East,Standard,2023,1.0
4350,Belgium,East,Standard,2022,1.0
4351,Kosovo,East,Standard,2024,1.0
4352,Netherlands,East,Returning,2023,1.1
4353,Netherlands,East,Standard,2023,1.0
4354,Spain,Central,Standard,2024,1.0
4355,Netherlands,South,Standard,2021,1.0
4356,Belgium,Central,Returning,2024,1.1
4357,Austria,South,Standard,2025,1.0
4358,Belgium,Central,Returning,2023,1.1
4359,Netherlands,West,VIP,2024,1.25
4360,Germany,North,Standard,2023,1.0
4361,Germany,East,Standard,2025,1.0
4362,Belgium,North,Returning,2022,1.1
4363,Kosovo,North,Standard,2025,1.0
4364,Netherlands,West,Returning,2024,1.1
4365,Austria,North,Standard,2025,1.0
4366,Belgium,North,Standard,2025,1.0
4367,Germany,West,VIP,2023,1.25
4368,Netherlands,South,Standard,2022,1.0
4369,Germany,Central,Standard,2024,1.0
4370,Germany,North,Returning,2025,1.1
4371,Germany,East,Returning,2024,1.1
4372,Switzerland,West,Standard,2025,1.0
4373,Germany,North,Returning,2024,1.1
4374,Switzerland,South,Returning,2025,1.1
4375,Netherlands,South,VIP,2024,1.25
4376,Netherlands,East,Returning,2023,1.1
4377,Switzerland,North,Returning,2024,1.1
4378,Italy,East,Returning,2021,1.1
4379,Germany,South,Standard,2023,1.0
4380,Netherlands,South,Returning,2024,1.1
