case_id,date_id,customer_id,agent_id,product_id,issue_id,channel,status,priority,escalated_flag,reopened_flag,is_delayed,delay_minutes,is_cancelled,resolution_minutes,has_refund
5181,699,6645,51,222,7,Chat,Closed,Medium,0,0,0,0,0,116,0
5182,289,4239,22,76,5,App,Closed,Medium,0,0,0,0,0,59,0
5183,263,2790,115,31,7,Chat,Closed,Medium,0,1,0,0,0,84,0
5184,417,14821,88,28,5,App,Closed,Medium,0,0,0,0,0,83,0
5185,66,2584,23,58,2,Chat,Open,High,1,0,0,0,0,19,0
5186,511,869,21,183,1,Email,Closed,Medium,0,0,0,0,0,77,0
5187,456,4926,80,203,1,Email,Escalated,Medium,0,0,1,19,0,270,0
5188,609,1365,119,49,5,Phone,Closed,Medium,0,0,0,0,0,49,1
5189,93,13663,91,121,2,Chat,Closed,Medium,0,0,0,0,0,79,0
5190,672,4415,89,2,1,Email,Closed,Medium,0,0,0,0,0,106,0
5191,629,2582,109,227,10,Chat,Closed,Low,0,0,0,0,0,22,0
5192,180,10651,99,239,5,Email,Open,High,0,0,1,36,1,46,0
5193,35,10615,55,112,1,App,Closed,Medium,0,0,0,0,0,30,0
5194,296,3219,107,201,3,Phone,Closed,High,0,0,0,0,0,28,0
5195,428,13067,92,149,9,Chat,Closed,Low,0,0,0,0,0,25,0
5196,295,4109,24,187,8,Phone,Open,Low,0,0,1,72,0,25,0
5197,532,11079,34,53,1,Phone,Closed,Medium,0,0,0,0,0,225,0
5198,353,11995,10,232,2,Chat,Closed,Medium,0,0,1,105,0,58,0
5199,215,11288,99,70,3,Chat,Closed,High,1,0,0,0,0,55,0
5200,53,2990,88,192,1,Email,Closed,Medium,0,0,0,0,0,75,0
5201,140,10649,14,8,9,Email,Closed,Low,0,0,0,0,0,43,0
5202,648,5487,98,105,9,Phone,Closed,Low,0,0,0,0,0,25,0
5203,448,2775,101,6,4,Chat,Closed,High,0,0,0,0,0,53,0
5204,681,2995,112,228,3,Email,Closed,High,1,0,0,0,1,83,0
5205,634,831,108,145,7,Chat,Closed,Medium,0,0,0,0,0,158,0
5206,651,1957,44,86,7,Email,Closed,High,1,0,0,0,0,241,0
5207,26,6391,39,143,7,Chat,Closed,Medium,0,0,0,0,0,84,0
5208,727,4246,94,181,3,Chat,Closed,High,0,0,0,0,0,133,0
5209,550,4630,42,22,7,Email,Escalated,Medium,0,0,0,0,0,238,0
5210,645,259,106,242,8,Chat,Closed,Low,0,0,0,0,0,103,0
5211,288,7605,46,21,6,Chat,Closed,High,0,0,1,38,0,174,0
5212,197,3289,33,176,9,Chat,Closed,Low,0,0,0,0,0,42,0
5213,112,2541,69,49,7,Chat,Closed,Medium,0,0,0,0,0,138,0
5214,655,11346,12,195,2,Email,Closed,Medium,0,0,1,88,0,205,0
5215,471,13618,113,212,3,Chat,Closed,High,0,0,0,0,0,35,0
5216,369,12208,16,36,6,Phone,Open,High,0,0,0,0,0,78,0
5217,382,1843,55,95,8,Chat,Closed,High,1,0,0,0,0,105,0
5218,28,2727,60,30,7,Email,Closed,Medium,0,0,0,0,0,35,0
5219,147,13642,87,9,2,Email,Closed,Medium,0,0,0,0,0,71,0
5220,310,12386,81,114,3,Chat,Escalated,High,0,0,1,23,0,117,1
5221,378,8959,65,2,7,Email,Closed,Medium,0,0,0,0,0,64,0
5222,81,8026,42,108,5,App,Closed,Medium,0,0,0,0,0,17,1
5223,15,11620,70,113,7,Email,Escalated,High,1,0,1,40,0,105,0
5224,215,4568,92,180,8,App,Closed,Low,0,0,0,0,0,100,0
5225,23,660,5,34,6,Chat,Closed,High,0,0,0,0,0,224,0
5226,336,751,41,94,7,Email,Closed,Medium,0,0,0,0,0,170,0
5227,190,4321,9,61,4,Email,Closed,High,0,0,0,0,0,169,0
5228,281,5028,65,102,9,Chat,Closed,Low,0,0,0,0,0,79,0
5229,160,3735,48,36,3,Chat,Closed,High,0,0,0,0,0,79,0
5230,661,11929,67,102,6,Chat,Closed,High,0,0,0,0,0,272,0
5231,385,13037,30,112,2,Chat,Closed,Medium,0,0,0,0,0,82,0
5232,284,12296,105,104,9,Email,Closed,Low,0,0,0,0,0,46,0
5233,91,14006,85,129,7,Email,Closed,Medium,0,1,0,0,0,129,0
5234,628,8966,41,156,1,Phone,Closed,Medium,0,0,0,0,0,129,0
5235,731,1504,62,96,1,Email,Closed,Medium,0,0,0,0,0,211,0
5236,493,6201,17,230,9,Email,Closed,Low,0,0,0,0,0,31,0
5237,484,2626,68,40,9,App,Closed,Low,0,0,1,40,0,43,0
5238,140,4280,111,242,8,Email,Closed,Low,0,0,0,0,0,9,0
5239,463,13507,97,208,8,Email,Closed,Low,0,0,0,0,0,134,0
5240,20,14850,111,249,2,Email,Closed,Medium,0,0,0,0,0,169,0
5241,339,5194,57,139,3,Chat,Closed,High,0,0,1,88,1,44,1
5242,410,7365,104,63,9,Chat,Closed,Low,0,0,0,0,0,37,0
5243,597,9134,94,196,1,App,Closed,Medium,0,1,1,20,0,100,0
5244,613,7153,45,36,6,Email,Escalated,High,0,0,0,0,0,107,0
5245,434,8609,28,117,9,Email,Closed,Low,0,0,0,0,0,75,0
5246,202,9519,24,138,3,Phone,Closed,High,0,0,0,0,0,139,0
5247,25,4410,57,50,2,Chat,Closed,Medium,0,0,0,0,0,134,1
5248,31,10360,106,113,6,App,Closed,High,1,0,0,0,0,124,0
5249,468,14355,87,22,4,Chat,Closed,High,0,0,0,0,0,105,0
5250,207,6858,81,221,1,Email,Escalated,Medium,0,0,1,34,0,113,0
5251,402,11907,43,96,1,Chat,Closed,Medium,0,0,1,136,0,135,0
5252,168,14984,107,1,8,Email,Closed,Low,0,0,0,0,0,97,0
5253,343,1490,64,180,9,Email,Closed,Low,0,0,0,0,0,26,0
5254,67,2946,92,140,3,Chat,Closed,High,0,0,0,0,0,116,0
5255,703,10749,100,204,3,Email,Closed,High,0,0,0,0,0,112,1
5256,11,2151,33,184,9,Chat,Closed,Low,0,0,0,0,0,9,0
5257,411,14794,98,216,3,Chat,Closed,High,0,0,1,72,0,120,0
5258,165,14804,78,221,9,Chat,Closed,Low,0,0,0,0,0,40,0
5259,140,6644,98,173,10,Email,Closed,Low,0,0,1,85,0,41,0
5260,481,13063,28,93,9,App,Closed,High,1,0,1,42,0,90,1
5261,412,14041,66,112,10,Chat,Closed,Low,0,0,0,0,0,42,0
5262,262,782,79,35,5,Chat,Closed,Medium,0,0,0,0,0,112,0
5263,506,3914,86,12,4,Email,Closed,High,0,0,0,0,0,104,0
5264,213,2190,31,175,9,Chat,Closed,Low,0,0,1,65,0,39,0
5265,345,4257,14,38,1,Email,Closed,Medium,0,0,0,0,0,93,0
5266,559,9336,19,100,8,Email,Closed,Low,0,0,1,41,0,31,0
5267,36,4883,34,195,9,Chat,Closed,Low,0,0,1,59,0,66,0
5268,594,12774,52,16,10,Chat,Closed,Low,0,0,0,0,0,145,0
5269,44,13333,95,103,6,Chat,Closed,High,0,0,0,0,1,203,0
5270,407,8502,37,1,4,Email,Closed,High,0,0,0,0,0,86,1
5271,87,3955,9,59,9,Chat,Closed,Low,0,0,1,33,0,58,0
5272,35,8175,85,134,6,Phone,Closed,High,0,0,1,45,0,77,0
5273,453,7996,59,195,6,Email,Closed,High,0,0,1,19,0,38,0
5274,317,10911,54,36,6,Chat,Closed,High,0,0,0,0,1,101,0
5275,721,11139,32,183,10,Email,Closed,High,0,0,0,0,1,67,0
5276,166,9717,84,59,9,Email,Escalated,Low,0,0,0,0,0,27,0
5277,180,5188,38,204,3,Chat,Escalated,High,0,0,0,0,0,173,0
5278,514,8864,38,168,7,Chat,Closed,High,0,0,0,0,1,68,0
5279,447,6447,46,40,9,Chat,Open,Low,0,0,0,0,0,45,0
5280,707,5043,5,237,2,Chat,Closed,High,0,1,1,58,1,25,1
5281,478,14797,8,134,8,App,Closed,Low,0,0,0,0,0,46,0
5282,353,3026,87,72,1,Email,Open,Medium,0,0,0,0,0,101,0
5283,535,13514,18,36,7,Email,Closed,Medium,0,0,0,0,0,129,0
5284,26,1809,70,159,4,Chat,Closed,High,0,0,0,0,0,81,0
5285,30,12184,74,239,6,Email,Closed,High,0,0,0,0,0,45,1
5286,679,13907,75,49,4,Phone,Closed,High,0,0,0,0,0,155,0
5287,602,9279,90,94,3,Chat,Escalated,High,1,0,0,0,0,114,0
5288,224,6561,5,127,8,Phone,Closed,Low,0,0,1,70,0,83,0
5289,106,2182,116,59,2,Email,Closed,Medium,0,0,0,0,0,43,0
5290,540,7403,66,250,7,App,Closed,Medium,0,0,0,0,0,114,1
5291,639,6326,113,198,7,Chat,Closed,Medium,0,0,0,0,0,133,0
5292,457,5556,110,219,9,Chat,Closed,Low,0,0,0,0,0,124,0
5293,61,12258,1,85,6,Email,Closed,High,0,0,0,0,0,225,0
5294,176,7208,34,39,2,Email,Escalated,Medium,0,0,1,27,0,29,0
5295,607,3505,34,193,10,Email,Closed,Low,0,0,0,0,0,13,0
5296,463,2420,44,89,8,Email,Closed,Low,0,0,0,0,0,73,0
5297,608,7291,10,89,9,Email,Closed,Low,0,0,0,0,0,38,0
5298,141,5625,41,23,6,Email,Closed,High,0,0,0,0,0,79,0
5299,86,5028,40,238,10,Chat,Closed,Low,0,0,0,0,0,96,0
5300,488,2800,2,148,2,Chat,Closed,Medium,0,1,0,0,0,127,1
5301,635,8851,67,116,9,Email,Closed,Low,0,0,0,0,0,53,0
5302,395,3582,31,208,4,App,Closed,High,1,0,0,0,0,166,0
5303,353,6692,31,159,2,Chat,Closed,Medium,0,0,1,30,0,105,0
5304,728,2689,55,152,8,Chat,Closed,Low,0,0,0,0,0,44,0
5305,424,6443,85,33,4,App,Closed,High,0,0,1,26,0,30,0
5306,108,13389,91,8,2,Phone,Closed,Medium,0,0,1,33,0,106,0
5307,179,665,22,46,2,Phone,Closed,Medium,0,0,1,65,0,84,0
5308,582,2380,18,234,3,App,Closed,High,0,0,0,0,0,71,0
5309,639,1949,105,100,10,Chat,Closed,Low,0,0,0,0,0,71,0
5310,414,14555,112,145,6,Chat,Closed,High,0,1,1,53,0,92,1
5311,206,2138,63,173,3,Chat,Closed,High,0,0,1,46,0,161,0
5312,67,14664,111,73,4,Chat,Closed,High,1,1,0,0,0,115,0
5313,479,1688,70,23,4,Chat,Closed,High,0,0,1,56,0,141,0
5314,138,1300,59,12,4,Email,Closed,High,0,0,0,0,0,86,0
5315,225,11055,80,180,5,Email,Closed,Medium,0,0,0,0,0,149,1
5316,61,13182,46,64,9,Chat,Closed,Low,0,0,0,0,0,41,0
5317,614,4564,60,13,4,Chat,Closed,High,0,0,0,0,0,77,1
5318,293,1857,104,17,9,Chat,Closed,Low,0,0,0,0,0,22,0
5319,15,11352,32,87,10,Email,Closed,Low,0,0,1,43,0,182,0
5320,50,14570,100,60,8,Email,Closed,Low,0,0,0,0,0,45,0
5321,101,9657,2,47,5,Email,Closed,Medium,0,0,1,113,0,56,0
5322,426,2328,120,27,10,Email,Closed,High,1,0,0,0,0,115,0
5323,10,983,1,191,6,Email,Closed,High,0,0,0,0,0,85,0
5324,123,1981,33,111,3,Chat,Closed,High,1,0,1,88,0,78,0
5325,662,4346,83,220,2,Chat,Open,Medium,0,0,1,33,0,48,0
5326,671,3810,11,143,9,Chat,Closed,Low,0,0,0,0,0,55,0
5327,253,14537,94,189,7,Chat,Closed,Medium,0,0,0,0,0,49,0
5328,332,12384,29,101,10,Chat,Closed,Low,0,0,0,0,0,70,0
5329,201,14954,11,157,3,Email,Closed,High,0,0,0,0,0,246,0
5330,98,3260,79,158,2,Chat,Closed,Medium,0,0,1,11,0,118,0
5331,222,1283,91,175,10,Email,Closed,Low,0,0,0,0,0,89,0
5332,720,5734,30,42,3,App,Open,High,0,0,1,120,0,110,0
5333,275,10081,35,22,7,Chat,Closed,Medium,0,0,0,0,0,77,0
5334,504,13005,27,175,7,App,Closed,Medium,0,0,0,0,0,4,0
5335,559,9702,116,189,10,Phone,Closed,Low,0,0,0,0,0,23,0
5336,627,10249,86,38,2,Chat,Closed,Medium,0,0,0,0,0,54,0
5337,696,10241,18,172,2,Phone,Closed,High,0,0,0,0,1,74,0
5338,370,10765,28,57,3,Chat,Closed,High,0,0,0,0,0,56,1
5339,523,13029,55,164,10,Email,Closed,Low,0,0,0,0,0,38,0
5340,589,7189,90,177,6,Chat,Closed,High,1,0,0,0,0,118,0
5341,330,2379,53,79,5,Phone,Open,Medium,0,1,0,0,0,129,0
5342,221,5029,38,239,8,Phone,Closed,Low,0,0,1,35,0,61,0
5343,347,1357,23,230,8,Chat,Closed,Low,0,0,0,0,0,83,0
5344,566,4855,93,70,2,Email,Closed,Medium,0,0,0,0,0,145,0
5345,59,2722,4,70,4,Email,Closed,High,0,0,0,0,0,140,0
5346,705,705,46,6,1,Phone,Closed,Medium,0,1,0,0,0,120,0
5347,32,10549,104,188,10,Email,Closed,Low,0,1,0,0,0,90,0
5348,658,1093,95,113,9,Email,Closed,Low,0,0,0,0,0,146,0
5349,644,1640,29,171,4,Email,Closed,High,1,0,0,0,0,104,0
5350,208,6675,91,90,5,App,Closed,Medium,0,0,0,0,0,22,0
5351,338,6613,40,35,2,Email,Closed,Medium,0,0,1,38,0,52,0
5352,213,1760,44,167,2,Chat,Closed,High,1,0,1,2,0,100,0
5353,179,9403,82,112,5,Phone,Closed,Medium,0,0,0,0,0,43,0
5354,310,3973,76,196,2,Chat,Closed,Medium,0,0,0,0,0,75,0
5355,409,12932,81,16,7,Chat,Closed,Medium,0,0,0,0,0,138,0
5356,638,448,45,150,1,Email,Closed,Medium,0,1,0,0,0,86,0
5357,138,11508,61,112,9,Chat,Closed,Low,0,0,0,0,0,19,0
5358,391,8162,72,210,4,Chat,Closed,High,0,1,0,0,0,23,0
5359,382,13887,72,59,10,Email,Closed,Low,0,0,0,0,0,91,0
5360,705,3138,117,45,3,Email,Closed,High,0,0,0,0,0,258,0
5361,511,7739,72,133,7,Email,Closed,Medium,0,0,0,0,0,219,0
5362,275,2372,30,73,9,Email,Open,Low,0,0,0,0,0,69,0
5363,647,3991,116,139,9,Chat,Closed,Low,0,0,0,0,0,48,0
5364,495,13519,2,36,1,Email,Closed,Medium,0,1,1,16,0,56,0
5365,45,2467,77,199,6,Email,Closed,High,0,0,0,0,0,91,0
5366,462,7148,52,55,4,Chat,Closed,High,0,0,0,0,0,54,0
5367,38,4150,100,42,3,Email,Closed,High,1,0,1,116,0,70,0
5368,647,13797,38,173,8,Chat,Closed,Low,0,0,0,0,0,91,0
5369,67,13506,62,59,10,Email,Closed,Low,0,0,0,0,0,27,0
5370,587,1885,102,33,2,Email,Closed,Medium,0,0,1,63,0,56,0
5371,264,9678,70,76,5,Chat,Closed,Medium,0,0,0,0,0,25,0
5372,602,4438,68,71,8,Chat,Closed,Low,0,0,0,0,0,83,0
5373,614,7871,26,33,1,Email,Closed,Medium,0,0,0,0,0,40,0
5374,515,6039,34,141,3,App,Closed,High,0,0,1,59,0,22,0
5375,605,947,31,85,1,Chat,Closed,High,1,0,0,0,0,269,1
5376,12,1048,101,74,7,Phone,Closed,Medium,0,0,0,0,0,42,0
5377,594,10260,11,55,1,Chat,Closed,Medium,0,0,0,0,0,129,0
5378,171,2334,3,113,7,Chat,Closed,High,1,0,0,0,0,156,0
5379,350,11603,3,171,2,Chat,Closed,Medium,0,0,0,0,0,78,0
5380,234,5059,52,83,5,Email,Closed,Medium,0,0,0,0,0,105,0
5381,304,2420,1,146,3,Email,Closed,High,0,0,1,59,0,48,0
5382,506,12386,111,72,1,Email,Closed,Medium,0,0,0,0,0,51,0
5383,495,10530,46,108,6,Chat,Closed,High,0,0,0,0,0,11,0
5384,557,2821,6,244,8,App,Closed,Low,0,0,0,0,0,87,0
5385,537,4731,86,205,6,Email,Escalated,High,0,0,0,0,0,150,0
5386,4,4783,75,233,6,Phone,Closed,High,0,0,0,0,0,44,0
5387,388,10759,56,79,7,Email,Closed,Medium,0,0,0,0,0,57,0
5388,230,10831,26,143,1,App,Closed,Medium,0,0,1,65,0,60,0
5389,442,6202,61,54,5,App,Closed,Medium,0,0,0,0,0,15,0
5390,449,3637,106,241,6,Email,Closed,High,1,1,1,79,0,86,0
5391,195,7385,87,11,1,Email,Closed,Medium,0,0,1,60,0,199,0
5392,156,3922,102,210,10,Chat,Closed,Low,0,0,0,0,0,64,0
5393,110,7384,70,6,8,Chat,Escalated,Low,0,0,0,0,0,24,0
5394,459,14936,38,87,3,App,Closed,High,0,0,0,0,0,176,0
5395,677,8543,95,60,5,Chat,Closed,High,0,0,0,0,1,173,0
5396,329,5479,47,119,6,Chat,Closed,High,0,0,0,0,0,86,0
5397,61,10890,22,202,1,Chat,Closed,Medium,0,0,0,0,0,146,1
5398,721,3332,3,242,5,Email,Closed,Medium,0,0,1,54,0,91,1
5399,637,7230,56,205,7,Email,Closed,Medium,0,1,0,0,0,51,0
5400,597,1991,26,93,4,Chat,Closed,High,0,0,0,0,0,45,0
5401,721,566,66,161,6,Email,Closed,High,0,0,0,0,1,105,0
5402,465,8410,22,217,9,Email,Closed,Low,0,0,0,0,0,79,0
5403,43,3575,57,198,3,Chat,Closed,High,0,0,1,126,0,203,0
5404,284,8798,28,232,10,Chat,Closed,Low,0,0,1,55,0,68,1
5405,167,13891,15,57,2,Chat,Closed,Medium,0,0,0,0,0,120,0
5406,705,4984,70,247,8,Email,Closed,Low,0,0,0,0,0,60,0
5407,400,13760,96,1,3,Email,Closed,High,0,0,0,0,0,40,0
5408,579,14199,21,197,2,Chat,Closed,Medium,0,0,0,0,0,96,0
5409,719,200,25,234,7,Email,Open,Medium,0,0,0,0,0,102,0
5410,548,10644,85,238,8,App,Closed,Low,0,0,0,0,0,39,0
5411,383,8480,83,229,5,Email,Closed,Medium,0,0,1,70,0,70,0
5412,349,10129,12,154,7,Chat,Closed,Medium,0,0,0,0,0,64,0
5413,447,11248,74,48,2,Chat,Closed,Medium,0,0,1,46,0,53,0
5414,687,6182,117,169,8,Email,Closed,Low,0,0,0,0,0,18,0
5415,523,382,102,157,2,Chat,Closed,Medium,0,0,0,0,0,68,1
5416,531,9319,46,62,3,Chat,Closed,High,0,0,1,25,0,42,0
5417,190,2264,89,43,1,Phone,Closed,Medium,0,0,0,0,0,112,0
5418,72,5433,16,48,8,Chat,Closed,Low,0,0,0,0,0,37,0
5419,299,12441,109,77,6,Phone,Closed,High,0,0,0,0,0,41,0
5420,75,4338,63,186,3,Chat,Closed,High,0,0,0,0,0,43,0
5421,649,310,39,88,4,Phone,Closed,High,0,0,0,0,0,90,0
5422,281,9384,28,64,3,Email,Closed,High,0,0,0,0,0,260,0
5423,462,331,116,219,10,Email,Open,Low,0,0,0,0,0,78,0
5424,287,218,57,94,2,App,Closed,High,1,0,1,57,0,75,0
5425,653,12413,60,11,3,Email,Closed,High,0,1,0,0,0,49,0
5426,670,12169,86,124,9,Chat,Closed,High,0,0,0,0,1,61,1
5427,201,6020,2,178,1,Phone,Closed,High,0,0,0,0,1,72,0
5428,488,10904,77,77,7,Email,Closed,Medium,0,0,0,0,0,40,0
5429,541,4364,62,65,1,Email,Closed,Medium,0,0,0,0,0,138,0
5430,95,1255,53,194,9,Chat,Closed,Low,0,0,0,0,0,23,0
5431,274,13097,97,178,6,Chat,Closed,High,0,0,0,0,0,67,0
5432,131,480,2,178,7,Chat,Closed,Medium,0,0,0,0,0,82,0
5433,547,7529,74,185,2,Email,Closed,High,1,0,1,25,1,197,0
5434,132,2161,110,166,1,Chat,Closed,Medium,0,1,1,70,0,244,0
5435,297,13164,100,23,9,Email,Closed,Low,0,0,0,0,0,53,0
5436,335,10631,73,183,3,Chat,Closed,High,1,0,1,79,0,50,0
5437,114,6064,84,214,5,Email,Closed,Medium,0,0,0,0,0,98,1
5438,465,791,24,61,5,Email,Closed,Medium,0,1,0,0,0,267,0
5439,90,12880,103,179,9,Email,Closed,Low,0,0,0,0,0,17,0
5440,223,11140,75,140,9,Phone,Closed,High,1,0,0,0,0,16,0
5441,599,3442,10,71,5,Email,Closed,High,1,0,0,0,0,22,0
5442,222,7484,24,151,9,Email,Closed,Low,0,0,0,0,0,81,0
5443,267,11842,15,246,7,Chat,Closed,Medium,0,0,0,0,0,61,0
5444,545,10741,87,39,7,Chat,Closed,Medium,0,0,1,49,0,37,0
5445,294,4321,5,63,1,Email,Escalated,Medium,0,0,0,0,0,158,0
5446,238,813,40,124,2,Email,Closed,Medium,0,0,0,0,0,64,0
5447,517,7150,42,71,5,Phone,Closed,Medium,0,0,1,78,0,78,0
5448,699,11320,49,136,9,Chat,Closed,Low,0,0,0,0,0,72,0
5449,248,9710,117,93,10,Chat,Closed,Low,0,0,1,51,0,107,0
5450,611,10112,15,153,8,Email,Open,Low,0,0,0,0,0,50,0
5451,563,12943,65,21,7,Email,Closed,Medium,0,0,0,0,0,16,0
5452,577,7086,42,190,4,Chat,Closed,High,0,0,1,36,0,57,0
5453,196,13459,2,196,7,Email,Closed,Medium,0,0,0,0,0,237,0
5454,570,4155,37,78,9,Email,Closed,Low,0,0,0,0,0,87,0
5455,176,3420,24,147,9,Email,Closed,Low,0,0,0,0,0,137,0
5456,186,9499,12,54,3,Phone,Closed,High,0,0,0,0,0,141,1
5457,486,9688,80,6,7,Email,Closed,Medium,0,0,0,0,0,137,0
5458,677,10679,36,98,7,Chat,Escalated,Medium,0,1,0,0,0,86,0
5459,135,1253,11,103,9,Chat,Closed,Low,0,0,0,0,0,41,0
5460,572,442,44,68,9,Chat,Closed,Low,0,0,0,0,0,69,0
5461,315,9267,105,161,1,Phone,Closed,Medium,0,0,1,44,0,178,1
5462,394,9117,14,196,5,App,Closed,Medium,0,0,0,0,0,95,0
5463,691,9016,29,196,1,Phone,Closed,Medium,0,0,0,0,0,35,0
5464,123,7135,100,249,5,Email,Closed,Medium,0,0,0,0,0,70,0
5465,367,10218,66,240,5,Chat,Closed,Medium,0,0,1,71,0,104,0
5466,244,6847,35,80,8,Email,Escalated,Low,0,0,0,0,0,96,0
5467,414,355,63,207,2,Chat,Closed,Medium,0,1,0,0,0,271,0
5468,351,51,32,164,8,Chat,Closed,Low,0,0,0,0,0,83,0
5469,431,2902,116,132,10,Email,Closed,Low,0,0,0,0,0,29,0
5470,589,256,54,191,6,Phone,Closed,High,0,0,0,0,0,24,0
5471,87,4333,42,240,7,Chat,Closed,Medium,0,0,0,0,0,114,0
5472,592,3813,88,135,1,App,Closed,Medium,0,0,1,53,0,51,0
5473,409,9684,91,231,4,Email,Closed,High,0,0,0,0,0,109,0
5474,381,14545,86,83,6,Chat,Closed,High,0,0,0,0,0,144,0
5475,474,14423,90,6,7,Phone,Escalated,Medium,0,0,0,0,0,107,0
5476,85,596,60,35,6,Chat,Closed,High,0,1,0,0,1,81,0
5477,472,1846,100,90,7,Email,Escalated,Medium,0,1,0,0,0,44,1
5478,623,3620,48,188,3,Email,Closed,High,1,0,0,0,0,154,0
5479,360,915,14,17,5,Email,Closed,Medium,0,0,0,0,0,23,0
5480,311,6596,83,7,7,Email,Closed,Medium,0,0,0,0,0,109,0
5481,310,9212,1,101,6,Chat,Open,High,0,0,0,0,0,131,0
5482,105,13079,34,36,3,Email,Closed,High,0,0,0,0,0,103,0
5483,424,13899,60,168,8,Chat,Closed,Low,0,0,1,31,0,50,0
5484,676,2109,1,187,3,Chat,Closed,High,1,0,1,46,0,173,0
5485,648,1,104,80,2,Chat,Closed,Medium,0,0,1,11,0,34,0
5486,190,6787,5,110,3,Chat,Closed,High,0,0,0,0,0,232,0
5487,252,3760,14,215,5,Chat,Escalated,Medium,0,0,0,0,0,51,0
5488,214,10323,91,147,6,Chat,Escalated,High,0,1,0,0,0,208,0
5489,473,4679,2,27,3,Email,Closed,High,0,0,0,0,0,56,0
5490,122,496,111,106,3,Chat,Closed,High,0,0,0,0,0,198,0
5491,326,10750,22,135,4,Chat,Closed,High,0,0,1,26,0,44,0
5492,218,7855,61,250,3,Email,Closed,High,0,0,1,46,0,108,0
5493,170,11621,30,71,6,Chat,Closed,High,0,0,0,0,0,48,0
5494,258,6417,11,26,4,Email,Closed,High,0,0,0,0,0,113,0
5495,671,1536,15,23,1,Chat,Open,Medium,0,0,0,0,0,57,0
5496,76,3308,37,34,1,Chat,Closed,Medium,0,0,1,108,0,115,0
5497,633,8458,117,51,3,Email,Closed,High,0,0,0,0,0,164,0
5498,357,1982,17,62,8,Email,Closed,Low,0,0,0,0,0,81,0
5499,240,8484,103,131,8,Email,Closed,Low,0,0,0,0,0,55,1
5500,357,10150,36,43,5,Email,Closed,Medium,0,0,0,0,0,154,0
5501,577,7977,114,211,10,Email,Closed,Low,0,0,0,0,0,46,0
5502,318,4907,52,199,4,Phone,Closed,High,0,0,0,0,0,111,0
5503,700,3271,65,155,3,Chat,Escalated,High,0,0,1,55,0,152,0
5504,98,8393,80,13,8,Phone,Open,Low,0,0,0,0,0,22,0
5505,105,446,60,55,10,Email,Closed,Low,0,0,0,0,0,51,0
5506,647,7901,1,164,10,Chat,Closed,Low,0,0,0,0,0,104,0
5507,196,13974,83,113,2,Email,Closed,High,0,0,0,0,1,75,1
5508,714,165,112,142,9,Chat,Escalated,Low,0,0,0,0,0,22,0
5509,604,11385,9,150,9,Email,Closed,Low,0,0,0,0,0,17,0
5510,348,14622,99,145,2,Email,Closed,Medium,0,0,0,0,0,39,0
5511,47,13089,19,215,3,Email,Closed,High,0,0,1,35,0,65,0
5512,523,4207,34,193,1,Phone,Closed,Medium,0,0,0,0,0,84,0
5513,162,3441,117,249,8,Email,Closed,Low,0,0,0,0,0,60,0
5514,463,2582,9,103,2,Email,Closed,Medium,0,0,0,0,0,171,0
5515,563,14506,34,108,6,Chat,Escalated,High,0,0,0,0,0,77,0
5516,517,4240,42,91,7,Chat,Closed,Medium,0,0,0,0,0,271,0
5517,304,6584,13,13,5,Chat,Closed,Medium,0,0,0,0,0,29,0
5518,424,7235,59,249,5,Chat,Escalated,Medium,0,0,0,0,0,228,0
5519,391,1454,117,78,2,Chat,Closed,Medium,0,0,0,0,0,62,0
5520,85,8168,78,160,4,Email,Closed,High,1,0,1,57,0,383,0
5521,296,1297,33,166,9,Chat,Closed,Low,0,0,0,0,0,48,0
5522,398,3832,58,25,7,Chat,Closed,Medium,0,0,0,0,0,93,0
5523,482,4572,24,54,6,Email,Closed,High,0,0,0,0,0,62,0
5524,465,8977,110,23,6,Email,Closed,High,0,0,0,0,0,88,0
5525,230,8417,64,245,2,Email,Closed,High,0,0,0,0,1,34,0
5526,145,11123,35,135,9,Phone,Closed,Low,0,0,0,0,0,67,0
5527,726,5740,15,203,7,Email,Escalated,Medium,0,0,0,0,0,17,0
5528,208,7006,81,2,6,Email,Open,High,0,0,0,0,0,184,0
5529,446,9431,113,110,2,Phone,Closed,Medium,0,0,0,0,0,19,0
5530,414,8934,21,217,4,Email,Closed,High,1,0,0,0,0,95,1
5531,236,13190,62,22,9,Chat,Closed,Low,0,0,1,24,0,84,0
5532,545,13233,55,113,10,Chat,Closed,Low,0,0,0,0,0,131,0
5533,645,13585,67,241,2,Chat,Closed,Medium,0,0,1,17,0,140,0
5534,104,6720,65,57,10,App,Escalated,Low,0,0,0,0,0,46,0
5535,42,8781,78,200,2,Email,Closed,Medium,0,0,0,0,0,146,0
5536,131,13418,93,221,1,Chat,Escalated,High,1,0,0,0,0,185,0
5537,703,12051,46,188,4,Chat,Closed,High,0,0,0,0,0,45,0
5538,392,12223,7,124,10,Phone,Open,Low,0,0,0,0,0,104,0
5539,61,14098,104,29,4,Chat,Escalated,High,0,0,0,0,0,47,0
5540,670,3489,81,11,7,Chat,Closed,Medium,0,0,0,0,0,95,0
5541,69,11010,89,217,3,Chat,Closed,High,0,0,0,0,1,72,0
5542,294,8767,118,166,4,Email,Open,High,0,0,0,0,0,84,0
